Review #,Brand,Variety,Style,Country,Stars,Top Ten
17,Quickchow,Pancit Palabok,Pack,Philippines,2.5,
1823,MyKuali,MeeKuali spicy Fried Noodle,Pack,Malaysia,4,
617,Nissin,Demae Iccho Sesame Oil Chicken Macaroni,Pack,Japan,3.75,
1806,Cintan,Mi Segera Mmm... Perisa Goreng Ala Indonesia,Pack,Malaysia,3.5,
517,Thai Kitchen,Thai Ginger Rice Noodle,Pack,USA,4.25,
2372,Liu Quan,Instant Spicy Rice Noodle,Bowl,China,4,
1969,Nongshim,Noodle Soup Seasoned With Real Kimchi,Pack,USA,4.75,
1590,Mi E-Zee,Perisa Kari Sayuran,Pack,Malaysia,3.75,
1653,MyOri,Malaysia Penang Green Curry Rice Vermicelli,Pack,Malaysia,5,
376,Sau Tao,Noodle King Lobster Thick,Bowl,Hong Kong,2.75,
1092,Amianda,Tachia Dried Noodles - Rou Zhou Meat Sauce,Pack,Taiwan,5,
1266,ABC,Selera Pedas Mi Goreng Cup Rasa Gulai Ayam Pedas Hot Gulai Chicken,Cup,Indonesia,4,
1192,Wu-Mu,Ramen With Simmered Pork Flavor,Pack,Taiwan,3.75,
1540,Unif-100,Instant Noodles Artificial Shallot Beef Flavour,Pack,China,4.25,
2470,Myojo,Udon Japanese Style Noodles With Soup Base Hot & Sour Flavor,Pack,USA,3.75,
92,Fashion Food,Tom Yum Seafood Creamy,Bowl,Thailand,2,
773,Little Cook,TVP Stewed Pork,Bowl,Thailand,3.5,
1971,Fujiwara,Horse Crab Flavour Ramen,Pack,Japan,3.5,
1181,Samyang Foods,Star Popeye Ramyun Snack,Pack,South Korea,4,
1761,Authentically Asian,Natural Quality Foods Pad Thai Noodle Bowl,Bowl,USA,1,
874,Fuji Mengyo,Nabeyaki Udon,Bowl,Japan,3.5,
820,Sunlee,Tom Yum Shrimp Rice Stick,Bowl,Thailand,3.75,
1382,Takamori Kosan,Hiyashi Chuka Lemon Sauce,Pack,Japan,4.75,
985,Ko-Lee,Go Noodles Thai Hot & Spicy Tom Yum,Cup,UK,1,
1668,Mama,Cup Rice Vermicelli With Clear Soup,Cup,Thailand,3.5,
2450,KOKA,Purple Wheat Noodles Chili & Lime Flavor,Pack,Singapore,4,
230,Lucky Me!,Supreme Instant Mami Noodles With Free Crackers,Bowl,Philippines,3.75,
1109,La Fonte,Spaghetti With Bolognese Sauce,Box,Indonesia,4.25,
1984,Nissin,Chinese Tan Tan Vermicelli,Cup,Hong Kong,5.0,
645,Nongshim,Oolongmen Artificial Chicken,Cup,South Korea,3.75,
1903,Higashimaru,Tonkotsu Ramen,Pack,Japan,4.5,
1585,CarJEN,Nyonya Curry Laksa,Pack,Malaysia,5,2015 #4
2088,Nissin,Demae Iccho Beef Flavour Instant Noodle,Bowl,Hong Kong,4,
866,Master Kong,Mianba,Pack,China,4,
2016,Great Value,Chicken Style Noodles With Vegetables,Cup,Canada,3.5,
514,Shirakiku,Sanukiya Fresh Spicy Ramen,Bowl,Japan,3,
122,Doll,Shrimp Wonton,Pack,Hong Kong,4,
1606,Maggi,Perencah Kari Letup Mi Segera,Pack,Malaysia,4,
268,Nissin,Cup Noodles Spicy Chile Chicken,Cup,USA,3.5,
1097,Amianda,Homely Dried Noodles - Sesame Pate,Pack,Taiwan,3.75,
2260,Uni-President,Science Noodle (X'Mas Edition),Pack,Taiwan,5,
1521,Maruchan,Gotsumori Sauce Yakisoba,Tray,Japan,5,2015 #9
835,Mr. Noodles,Shrimp,Pack,Canada,2.5,
1096,Amianda,Tachia Noodles - Hot & Spicy Sauce,Pack,Taiwan,3.5,
774,Indomie,Rasa Sup Sayuran Vegan,Pack,Indonesia,2.25,
1128,Lucky Me!,Special Instant Pancit Bihon With Kalamansi,Pack,Philippines,3.25,
2339,Nissin,"Cup Noodles Sopa Nissin Sabor Camaron, Habanero Y Limon",Cup,Mexico,3,
2572,Ripe'n'Dry,Hokkaido Soy Sauce Ramen,Pack,Japan,0.25,
2275,JML,Hot & Sour Beef Noodles,Pack,China,4,
75,Indomie,Mi Goreng Rendang,Pack,Indonesia,4.5,
2504,Nongshim,Shin Ramyun,Pack,South Korea,3,
2344,Nissin,Cup Noodles Sopa Nissin Sabor A Pollo,Cup,Mexico,4,
31,Myojo,Ippeichan Yakisoba,Tray,Japan,4,2013 #6
131,Unif,100 Artificial Shallot Chicken,Pack,Taiwan,3.25,
2422,Nissin,Cup Noodles Sopa Nissin Con Camaron Picante,Cup,Mexico,3.25,
1842,Forest Noodles,Purple Sweet Potato Noodles With Taiwanese Sauce,Pack,Taiwan,5,
783,Nissin,Cup Noodles Salsa Picante Chicken,Cup,USA,3,
198,Shirakiku,Sanukiya Somen,Bowl,Japan,4.25,
2414,Little Cook,Thailand Green Curry Instant Noodle,Bowl,Taiwan,5,
694,Vina Acecook,Kingcook Chicken,Pack,Vietnam,3.5,
269,Paldo,Spicy Shrimp Bowl,Bowl,South Korea,3.5,
1592,Mom's Dry Noodle,Vegan Chilli With Sesame Sauce,Pack,Taiwan,5,
1123,Maruchan,Fresh Yaki-Soba Stir Fry Noodles With Seasoning Sauce Base,Pack,Japan,4.25,
190,Maggi,Perencah Tom Yam,Pack,Malaysia,2.9,
1867,Yum Yum,Premier Bowl Instant Noodles Stewed Pork Flavour,Bowl,Thailand,4,
2038,A1,Vegetarian Herbal Noodle,Pack,Malaysia,1.5,
1082,Indomie,Mi Goreng Cabe Ijo,Pack,Indonesia,4.5,
2385,Uni-President,Man Han Feast Chilli Beef Flavor Instant Noodles,Bowl,Taiwan,4.75,
750,Nongshim,Bowl Noodle Spicy Kimchi (New),Bowl,USA,3.75,
2038,A1,Vegetarian Herbal Noodle,Pack,Malaysia,1.5,
1647,No Name,Shrimp Flavour Oriental Noodles And Soup Mix,Cup,Canada,2.75,
2345,Sempio,Clam Flavor Soup Kal-guksu,Pack,South Korea,5,
1989,MyKuali,Penang White curry Noodle Authentic Taste,Pack,Malaysia,5.00,
823,Paldo,Kokomen Spicy Chicken,Pack,South Korea,5,2013 #9
1389,Tiger Tiger,Traveller's Choice Thai Red Curry Flavour Instant Noodles,Pack,UK,1.75,
2307,Ottogi,Ramyun Sabor Pollo,Pack,Mexico,4.00,
2067,Samyang Foods,Fresh Jjajang,Pack,South Korea,4.5,
1703,7 Select/Nissin,Super Tom Yum Shrimp,Cup,Thailand,3.5,
1769,Mamee,Chef Lontong Flavour,Pack,Malaysia,5,
2061,Kamfen,Dried Mix Noodles Scallop Seafood Flavoured,Tray,Hong Kong,4.25,
991,Prima Taste,Singapore Curry La Mian,Pack,Singapore,5,2013 #2
1367,Sawadee,Instant Noodles Vegetable & Mushroom Flavour,Pack,UK,1.5,
124,Nissin,Yakisoba With Mayonnaise/Mustard Packet,Tray,Japan,5,
1211,Nissin,Demae Iccho Instant Noodle With Soup Base Artificial Chicken Flavour,Bowl,Hong Kong,3,
1860,Nissin,Cupo Noodle Pasta Style Vongole,Cup,Japan,2.75,
2127,Suimin,Noodles With Chicken & Sweet Corn Flavour,Cup,Australia,2.25,
2163,Nissin,Piritto Karakuchi Tantan Udon,Bowl,Japan,4,
735,Ottogi,Odongtong Myon Seafood,Bowl,South Korea,2.75,
1743,Mama,Rangers Snack Noodles Shrimp Tom Yum Flavour,Pack,Myanmar,4.5,
2546,New Touch,Sugo-Men Kyoto Backfat Shoyu Ramen,Bowl,Japan,3.75,
1195,Sawadee,Instant Noodles Spicy Tomato Flavour,Pack,Malaysia,2.5,
754,Nongshim,Ansungtangmyun (US Version),Pack,USA,3.75,
1093,Amianda,Hakka Flat Noodles - Satay Sauce,Pack,Taiwan,4.5,
185,Shirakiku,Sanukiya Udon,Bowl,Japan,3.75,
577,Pot Noodle,Chinese Chow Mein,Cup,UK,3,
1431,Maggi,Extra Spicy Curry Instant Noodles,Pack,Singapore,5,
1080,Deshome,Black Eyed Beans Noodle Basil Sauce & Sesame Sauce,Pack,Taiwan,3.5,
2342,Nissin,Sopa Nissin Sabor A Camaron Sopa Instantanea Tipo Ramen,Pack,Mexico,4,
747,Nissin,Spoon-it Chicken,Pack,USA,3.5,
1377,Takamori Kosan,Yaki-Udon Mild Spicy Sauce,Pack,Japan,4.25,
1259,Eat & Go,Chicken Onion Mi Instan Cup,Cup,Indonesia,3.75,
744,Payless,Instant Mami Beef,Pack,Philippines,3.25,
2506,KOKA,Delight Chicken Flavor Instant Non-Fried Noodles,Pack,Singapore,3.75,
594,Haioreum,Asian Style Noodles Seafood,Bowl,South Korea,3.5,
2314,Nissin,Cup Noodles Spicy Beef Flavour,Cup,Hong Kong,4.00,
2264,Unif Tung-I,Instant Vegetarian Beehoon Rice Vermicelli,Pack,Taiwan,1,
2389,Gefen,Imitation Chicken Flavor,Cup,USA,4,
1602,Vina Acecook,Mikochi Tom Yum Flavor Instant Noodles,Pack,Vietnam,3.5,
2557,Yamachan,Sapporo Miso Ramen,Pack,USA,4.75,
2257,Fuku,Tom Yam Soup Instant Noodle,Pack,Hong Kong,2.3,
296,Nissin,Cup Noodles Crab,Cup,Hong Kong,3.25,
2349,Fantastic,Noodles Chicken & Corn Flavour,Cup,Australia,3,
1880,Myojo,Thai Tom Yam Flavour,Bowl,Singapore,3.75,
927,Paldo,Kokomen Spicy Chicken,Bowl,South Korea,4.75,
2333,Nissin,Maxi Sopa Nissin Cuchareable Sabor A Pollo,Cup,Mexico,4,
122,Doll,Shrimp Wonton,Pack,Hong Kong,4,
1884,Myojo,La Ramen Spicy Mushroom Flavour Big Bowl,Bowl,Singapore,4.5,
1446,Myojo,Ippei-Chan Jumbo Night Market Style Yakisoba,Tray,Japan,4.5,
2566,Nissin,Demae Ramen Bar Noodle Aka Tonkotsu Flavour Instant Noodle,Pack,Hong Kong,5,
2338,Nissin,Sopa Nissin Sabor A Pollo Sopa Instantanea Tipo Ramen,Pack,Mexico,4,
2309,Nissin,Cup Noodles Big Seafood Flavour,Cup,Hong Kong,4,
1349,Mamee,Mie Goreng Indonesia Original Flavour,Cup,Malaysia,4.5,
1880,Myojo,Thai Tom Yam Flavour,Bowl,Singapore,3.75,
2470,Myojo,Udon Japanese Style Noodles With Soup Base Hot & Sour Flavor,Pack,USA,3.75,
2391,Ottogi,Jin Jjambbong Spicy Seafood Ramyun,Pack,South Korea,5,
1288,Sau Tao,QQ Scallop Seafood Vermicelli,Bowl,Hong Kong,3.75,
295,Tablemark,Soybean Paste,Bowl,Japan,4.5,
1068,Koka,Oriental Instant Noodles Stir Fried Noodles,Pack,Singapore,3.75,
2484,Nissin,Demae Ramen Tokyo Soy Sauce,Pack,Germany,4,
1612,Shan,Shoop Instant Noodles Spicy Lemon Flavour,Pack,Pakistan,3.25,
414,Doll,Artificial Beef Flavor,Pack,Hong Kong,2.5,
1245,Sau Tao,Instant Noodle King Abalone & Chicken Flavoured,Pack,Hong Kong,3.5,
797,Golden Mie,Vegetable,Pack,Dubai,3.75,
213,Nongshim,Bowl Noodle Spicy Artificial Lobster,Bowl,USA,4,
266,Vina Acecook,Mi Lau Thai Shrimp,Pack,Vietnam,4,
1040,Western Family,Instant Noodles Vegetable Flavour,Pack,Canada,1,
652,Sapporo Ichiban,Shio,Pack,Japan,5,
685,Indomie,Rasa Sup Buntut Oxtail Soup,Pack,Indonesia,2.75,
131,Unif,100 Artificial Shallot Chicken,Pack,Taiwan,3.25,
2291,Samyang Foods,Buldak Bokkummyun Cheese Flavor,Pack,South Korea,4,
618,Pulmuone,Cold Noodles By Dad,Pack,South Korea,2.75,
916,Goku Uma,Seafood Flavor Japanese Noodles,Bowl,Japan,4.25,
2373,Nissin,Top Ramen Atta Nooldes Masala,Pack,India,4.5,
753,Nongshim,Soba,Pack,South Korea,4.25,
2105,Maruchan,Ramen Noodle Soup Chicken Tortilla Flavor,Pack,USA,3,
910,Paldo,Namja Ramyun,Bowl,South Korea,4.25,"
"
2546,New Touch,Sugo-Men Kyoto Backfat Shoyu Ramen,Bowl,Japan,3.75,
397,Quickchow,Quickie Mami La Paz Batchoy,Cup,Philippines,3,
1234,Sainsbury's,Barbecue Beef Flavour Instant Noodles,Pack,UK,2.75,
1742,Aroi,Curry Me! Penang White Curry Stir-fry Noodle,Pack,Malaysia,4.5,
166,Koyo,Garlic Pepper,Pack,USA,3.25,
2192,Nyor Nyar,Penang White Curry Instant Noodle,Pack,Malaysia,5,
123,Wai Wai,Minced Pork Soeng Kreung,Pack,Thailand,3.7,
2064,Nongshim,Arrabiata Rice Bucatini,Pack,USA,5,
1787,Pama,Kua Teaw Segera,Pack,Malaysia,4,
1105,Nongshim,Doong Ji Authentic Korean Cold Noodles With Chili Sauce,Tray,South Korea,5,
1575,Paldo,Jjajangmen Chajang Noodle King Bowl,Bowl,South Korea,5,
1604,Unzen,Mushroom Honpo Shiitake Nutritious Noodle,Pack,Japan,1,
1873,Vedan,Wei Wei A Instant Noodles Chicken Flavor,Bowl,Taiwan,0,
289,Paldo,South Korean Broad Noodle,Pack,South Korea,2,
2299,Cintan,Mi Segera Mmm... Original,Pack,Malaysia,3,
1874,Ibumie,Always Mi Goreng Perisa Thai Tom Yam,Pack,Malaysia,2.5,
2009,Conimex,Oriental Noodles Soto Ajam,Cup,Netherlands,3,
1307,Nissin,Cup Noodle Cheese Curry,Cup,Japan,3.75,
1706,Maggi,Hot Cup Goreng Perencah Cili Fiesta,Cup,Malaysia,4.75,
1109,La Fonte,Spaghetti With Bolognese Sauce,Box,Indonesia,4.25,
1719,Wai Wai,Grilled Pork Flavour Instant Noodles,Bowl,Thailand,2.5,
1192,Wu-Mu,Ramen With Simmered Pork Flavor,Pack,Taiwan,3.75,
2157,Master Kong,Artificial Mushroom Chicken Flavor Instant Noodle,Pack,China,4,
2143,Thien Houng Foods,Lemon Chicken Flavour Instant Noodles,Pack,Vietnam,3,
1332,Sakura Noodle,Chikara Brand Udon Chicken Flavor,Pack,USA,3.75,
1205,Mama,Instant Noodles Pork Flavour With Black Pepper,Pack,Thailand,3.5,
2095,Nissin,Straits Kitchen Laksa,Pack,Singapore,5,
1872,Itsuki,Hakata Ossyoi,Pack,Japan,5,
2212,Paldo,Bul Jjamppong,Pack,South Korea,4,
2295,Nissin,Cup Noodles Seafood,Cup,China,4,
2011,Trident,2 Minute Laksa Flavour Noodles,Pack,Australia,2,
1702,Samyang Foods,Seafood Noodle,Cup,Japan,2.75,
1703,7 Select/Nissin,Super Tom Yum Shrimp,Cup,Thailand,3.5,
471,Koyo,Lemongrass ginger,Pack,USA,1.5,
496,Maruchan,Yakisoba Shrimp,Tray,USA,2.75,
2203,Nongshim,Bowl Noodle Soup Independence Day Limited Edition Spicy Chicken Flavor,Bowl,USA,4,
2315,Goku-Uma,Ramen Noodles Miso Flavor,Bowl,USA,3,
2101,Samyang Foods,Pojangmacha Udon,Pack,South Korea,4,
283,Paldo,King Cup Kimchi Pot Stew,Cup,South Korea,4,
1324,Ruski,Instant Noodles Stewed Beef Flavour,Pack,Thailand,3.5,
252,Fortune,Udon Chicken,Pack,USA,3.25,
1886,Myojo,Chicken Abalone Flavour,Bowl,Singapore,3.75,
201,Nongshim,Bowl Noodle Beef Ginger,Bowl,USA,3.5,
2554,Yum-Mie,Instant Noodles Beef In Light Soup Flavour,Pack,Ghana,3.5,
1795,Azami,Kimchee Flavour Noodle Soup,Pack,Canada,0,
719,Nissin,Spoon-it Beef,Pack,USA,3.25,
1189,Acecook,Comet Mori Yukino Tan-tan men,Bowl,Japan,5,
2277,Goku-Uma,Ramen Noodles Soy Sauce Flavor,Bowl,USA,3,
1339,Kin-Dee,Instant Rice Noodle Pad Thai,Tray,Thailand,3.75,
1434,Maggi,Hot Cup Perisa Kari,Cup,Malaysia,3.5,
696,Nissin,Big Cup Noodles Spicy Chicken,Cup,USA,3.5,
2526,Samyang Foods,Jjamppong Big Bowl,Bowl,South Korea,4.5,
1410,Adabi,Mi Segera Tom Yam Instant Noodles,Pack,Malaysia,3.25,
959,Sakurai Foods,ARCHE Naturküche Ramen Mit Ingwer,Pack,Japan,3.25,
2120,Nissin,Super Tom Yum Shrimp,Cup,Thailand,3.50,
548,Pot Noodle,Original Curry,Cup,UK,3.75,
1947,Prima Taste,Singapore Laksa Wholegrain La Mian,Pack,Singapore,5,2016 #1
1547,Vedan,Volcano Spicy Pork Noodle,Bowl,Taiwan,4.25,
1815,Nakaya Shouten,Hingya no Shio Ramen,Pack,Japan,4,
973,Annie Chun's,Ramen House Spicy Chicken Ramen,Pack,USA,4,
949,Ko-Lee,Instant Noodles Chicken ,Pack,UK,3.5,
603,Wei Lih,Goog Good Eat Super Ramen Hot Chili,Pack,Taiwan,3.75,
62,Maggi,Rice Noodle Mania Lemon Masala,Pack,India,1.5,
775,JML,Seafood,Bowl,China,3,
1147,Asian Thai Foods,Rumpum Chicken Soup Base,Pack,Nepal,3.5,
1297,GaGa,Mie Gepeng Kuah Rasa Ayam Lada Hitam,Pack,Indonesia,3.25,
2059,Four Seas,Beef And Radish Flavour Instant Noodle,Pack,Hong Kong,2.5,
716,Vifon,Hu Tieu Ca Stewed Fish,Bowl,Vietnam,3.75,
1588,Mi E-Zee,Perisa Bayam,Pack,Malaysia,3.5,
1103,Myojo,Ippei-chan Yomise No Yakisoba Teriyaki Mayo Flavor,Tray,Japan,5,
145,Sakurai,Vegetarian Flavor,Pack,Japan,3.5,
2561,Paldo,Premium Gomtang,Pack,South Korea,4,
73,Nissin,Demae Ramen Five Spices Artificial Beef,Pack,Japan,3.5,
597,Batchelors,Super Noodles Sweet & sour,Pack,UK,3.5,
810,ABC,Selera Pedas Mi Goreng Hot Chicken Lemon,Pack,Indonesia,4.25,
662,Daikoku,Shokuh Kitsune Udon,Bowl,Japan,4.25,
52,Indomie,Chicken Curry,Pack,Indonesia,4,
241,Fu Chang Chinese Noodle Company,Hot & Spicy Beef,Tray,USA,4,
2084,Nissin,Demae Ramen Straight Noodle Kyushu Tonkotsu Instant Noodle,Pack,Hong Kong,5,
581,Koyo,Mushroom,Pack,USA,2.75,
2331,Nissin,Cup Noodles Sopa Nissin Hot Sauce Sabor A Pollo,Cup,Mexico,4,
1794,Vit's,Shallot Chicken Instant Noodles,Pack,Malaysia,3,
2100,Myojo,Mee Goreng Original Flavour,Pack,Singapore,4,
606,Six Fortune,U-Dong,Pack,South Korea,4,
1062,Tasty Bite,1 Step-1 Minute Asian Noodles Lemongrass Ginger,Pack,USA,3.75,
2115,Nissin,Cup Noodles Moo Manao Flavour,Cup,Thailand,4.00,
2447,KOKA,Signature Stir-Fry Original Flavor Instant Noodles,Pack,Singapore,3,
1211,Nissin,Demae Iccho Instant Noodle With Soup Base Artificial Chicken Flavour,Bowl,Hong Kong,3,
1575,Paldo,Jjajangmen Chajang Noodle King Bowl,Bowl,South Korea,5,
1283,Nongshim,Oolongmen Kimchi Cup Noodle Soup Mix,Cup,South Korea,4,
538,Lucky Me!,Lomi Seafood Vegetable,Pack,Philippines,0.5,
1506,Nissin,Cup Noodles Mug Noodles Spicy Vegetable,Pack,India,3.75,
238,Nissin,Chow Noodles Tomato Basil,Bowl,USA,4,
2113,Nissin,Cup Noodles Seafood Creamy Flavour,Cup,Thailand,4,
1854,Mama,Chinese Kitchen Chinese Style Instant Noodles,Pack,Myanmar,3.5,
72,Nissin,Demae Ramen Tonkatsu Artificial Pork,Pack,Japan,3.5,
227,Quickchow,Bihon Guisado Rice Noodle,Pack,Philippines,1.75,
1921,Nissin,Cup Noodles Ramen Noodle Soup Chicken Flavor [New Package],Cup,USA,3.5,
1150,Asian Thai Foods,Krrish Instant Noodles Chicken Flavor,Pack,Nepal,3.5,
1704,Baixiang Noodles,Sour & Spicy Flavour,Pack,China,3.75,
823,Paldo,Kokomen Spicy Chicken,Pack,South Korea,5,2013 #9
2380,Pulmuone,Non-Fried Ramyun With Spicy Beef Broth,Pack,South Korea,3.75,
2358,Sichuan Baijia,Pickled Cabbage Flavor Instant Vermicelli,Bowl,China,4,
209,Nissin,Souper Meal Beef Flavor Minestrone,Bowl,USA,3,
328,Nongshim,Big Bowl Udon,Bowl,South Korea,4.5,
1603,Salam Mie,Mi Goreng Ala Jawa Dengan Sambal Cabe Asli,Pack,Indonesia,5,
1780,Pulmuone,Non-Fried Noodle Blackbean Sauce Noodle With Squid,Pack,South Korea,4.5,
1910,Nissin,Chow Mein Pad Thai,Tray,USA,3,
493,Pulmuone,Fresh Ramen Spicy,Pack,South Korea,3,
834,Indomie,Mi Goreng Kriuuk Pedas,Pack,Indonesia,3.75,
1835,Vit's,Taste Of Malaysia Penang Asam Laksa Ramen,Pack,Malaysia,5,
412,Maruchan,Midori No Tanuki,Bowl,Japan,4.125,
1600,Chering Chang,Instant Non-Fried Noodles Shallot Pork Flavour,Pack,Taiwan,5,
1817,Hao Way,Penang Vegetarian Prawn Instant Bowl Noodles,Bowl,Malaysia,4,
397,Quickchow,Quickie Mami La Paz Batchoy,Cup,Philippines,3,
904,Myojo,Ippei-chan Yomise-No Yakisoba Oriental,Tray,Japan,4.75,
683,Nongshim,Udon Garlic Teriyaki,Pack,South Korea,4.75,
1694,Mama,Instant Rice Vermicelli Bihun Goreng Original Flavour,Pack,Thailand,4.75,
2244,Kang Shi Fu,Artificial Spicy Beef Flavour,Pack,Hong Kong,4,
1065,Tasty Bite,1 Step-1 Minute Asian Noodles Kung Pao,Pack,USA,4.25,
1260,ABC,Mi Goreng Pangsit Fried Noodle With Dumpling,Pack,Indonesia,5,
944,Wai Wai,Oriental Style Instant Noodles (Dry method),Pack,Thailand,3,
2067,Samyang Foods,Fresh Jjajang,Pack,South Korea,4.5,
2202,Nissin,Nupasta Vongole Flavour Instant Noodle,Cup,Hong Kong,4,
933,Paldo,Kokomen Spicy Chicken,Cup,South Korea,4.5,
1066,Tasty Bite,1 Step-1 Minute Asian Noodles Pad Thai,Pack,USA,3.5,
1203,GaGa,Mie Gepeng Kuah Rasa Soto Cabe Hijau,Pack,Indonesia,3.5,
339,Payless,Xtra Big Chilimansi Pancit Canton,Pack,Philippines,4.5,
1427,Osaka Ramen,Miso Ramen,Bowl,USA,3.75,
737,Gau Do,Chicken Shrimp,Pack,Vietnam,2.5,
290,Doll,Spicy Artificial Beef,Pack,Hong Kong,3,
2049,Ottogi,Ramyon Sabor A Res,Pack,Mexico,4,
736,Maruchan,Yakisoba Spicy Vegetable,Tray,USA,3.25,
271,Paldo,South Korean Noodle Kimchi Flavor,Pack,South Korea,3.5,
1617,MyKuali,Penang Hokkien Prawn Noodle (New Improved Taste),Pack,Malaysia,5,2015 #7
266,Vina Acecook,Mi Lau Thai Shrimp,Pack,Vietnam,4,
404,Vina Acecook,Hao Hao Sate Onion,Pack,Vietnam,3.75,
142,Nissin,Chow Mein Teriyaki Beef,Tray,USA,4.5,
864,Unif / Tung-I,Chinese Spices Tong Tsai Bean Vermicelli,Pack,Taiwan,3.5,
2459,Nissin,Cup Noodles MUG Shoyu & Seafood,Pack,Japan,3.5,
1040,Western Family,Instant Noodles Vegetable Flavour,Pack,Canada,1,
1124,Samyang Foods,Ganjjampong,Bowl,South Korea,4.25,
2190,Myojo,Barikata Noukou Tonkotsu Shoyu,Bowl,Japan,4.75,
1688,Wugudaochang,Sea Tangle & Sparerins Flavor Noodles,Bowl,China,3.75,
200,Nongshim,Bowl Noodle Spicy Chicken,Bowl,USA,4.5,
2492,Nissin,Smack Chili,Pack,Hungary,3.75,
2531,Uni-President,Pickled Cabbage Beef,Pack,China,4.25,
68,Wei Lih,Jah Jan Mien Instant Noodle With Fried Soybean Paste,Pack,Taiwan,4,
12,Sapporo Ichiban,Shrimp Flavor,Pack,Japan,2.5,
856,Little Cook,Mushroom Vegetarian,Bowl,Thailand,4.75,
542,Mi Sedaap,Mi SupArtificial Chicken Special,Pack,Indonesia,3,
998,Nongshim,Shin Ramyun Black Spicy Beef,Cup,South Korea,4.5,
1106,Nissin,Raoh Rich Soy Sauce With Roast Pork (2 Slices),Bowl,Japan,4.5,
955,Sakurai Foods,Miso Ramen,Bowl,Japan,4,
1385,Takamori Kosan,Yaki-Udon Roast Soy Sauce,Pack,Japan,3.75,
2452,KOKA,Signature Laksa Singapura Instant Noodles,Bowl,Singapore,5,
908,Sapporo Ichiban,Original Flavor,Cup,USA,3.5,
2416,Xiuhe,Hot & Sour Beef Noodles,Bowl,China,4.25,
563,Yum Yum,Duck,Pack,Thailand,3.25,
2363,Samyang Foods,Buldak Bokkeummyun (New Packaging),Pack,South Korea,4,
2389,Gefen,Imitation Chicken Flavor,Cup,USA,4,
128,Mama,Artificial PA-LO Duck,Pack,Thailand,0.1,
2008,Sichuan Baijia,Hot spicy Flavor Instant Vermicelli,Bowl,China,3.5,
784,Hankow,Cai Lin Ji Dry Noodles,Tray,China,3.25,
1594,Acecook,Jan Jan Dashi Shoyu Yakisoba,Cup,Japan,2.25,
2078,Nissin,Demae Iccho Curry Beef Flavour,Cup,Hong Kong,4,
271,Paldo,South Korean Noodle Kimchi Flavor,Pack,South Korea,3.5,
973,Annie Chun's,Ramen House Spicy Chicken Ramen,Pack,USA,4,
1789,Cintan,Mi Segera Mmm... Perisa Ayam Cendawan,Pack,Malaysia,3.5,
2574,Acecook,Spice Deli Tantan Men With Cilantro,Cup,Japan,4,
1814,Koh Thai,Island Of Flavours Tom Yum Instant Noodles Soup,Pack,Netherlands,3,
1459,Nissin,Cup Noodles Tom Yam Veg Flavour,Cup,Singapore,4,
2576,Ching's Secret,Singapore Curry,Pack,India,3.75,
1787,Pama,Kua Teaw Segera,Pack,Malaysia,4,
2407,Just Way,Chuan Wei Spicy Guan-miao Noodles,Pack,Taiwan,4.5,
806,Ohsung,Hot Spicy Bowl With Soy Peptide,Bowl,South Korea,3.5,
1834,Vit's,Taste Of Malaysia Penang Hokkien Mee Fried Instant Noodle,Pack,Malaysia,5,
881,Han's South Korea,Rice Noodle With Hot & Spicy,Tray,South Korea,3.25,
2232,Nissin,Spicy Chikin Donburi,Bowl,Japan,5,
1466,Mama,Oriental Style Instant Noodles Green Curry Flavour Jumbo Pack,Pack,Thailand,5,2015 #8
974,Pot Noodle,Chilli Beef Flavour,Cup,UK,2.25,
2288,Nissin,Cup Noodles Tom Yum Goong Flavour,Cup,Hong Kong,4,
623,Wei Wei,"""A"" Series Vegetarian",Pack,Taiwan,3.25,
1578,Nissin,Gonbuto Tempura Udon,Bowl,Japan,4,
335,Goku Uma,Hot & Spicy Beef,Bowl,Japan,3.5,
2238,Asian Thai Foods,Rumpum Gundruk Flavour,Pack,Nepal,1,
2150,Jingqi,Black Eyes Bean Purple Sweet Potato Noodle With Spicy Miso Sauce,Pack,Taiwan,3,
753,Nongshim,Soba,Pack,South Korea,4.25,
1835,Vit's,Taste Of Malaysia Penang Asam Laksa Ramen,Pack,Malaysia,5,
846,Vifon,Mi Kim Chee,Pack,Vietnam,3.75,
1043,Chewy,Rice Vermicelli Satay Chicken,Pack,China,3,
732,Indomie,Curly Noodle With Chicken Chilli Paddi,Pack,Indonesia,4.25,
1645,Lucky Me!,Supreme Jjamppong Korean Style Spicy Seafood Soup,Bowl,Philippines,3.75,
2107,Nissin,Lamen Sabor Frango Assado Com Toque De Limao,Pack,Brazil,4.5,
707,Mee Jang,Noodle Soup Spicy Beef Garlic Onion,Bowl,Thailand,3.25,
1490,Nissin,Soba Chili Noodles With Japanese Yakisoba Sauce,Cup,Germany,3.5,
35,Mama,Chand Clear Soup,Pack,Thailand,3,
135,Unif / Tung-I,Fresh Shrimp,Pack,Taiwan,3.25,
1007,Nissin,Demae Ramen Sesame Oil Flavour Noodles With Soup Base,Bowl,Hong Kong,4.5,
1330,Sapporo Ichiban,Otafuku Okonomi Sauce Yakisoba,Tray,Japan,5,2014 #4
1960,Kabuto Noodles,Chilli Chicken Ramen,Cup,UK,4,
742,Golden Mie,chicken,Pack,Dubai,3.25,
